"","PLZ","WOBFS","Region"
"3809",8426,63,4
"3810",6932,5192,5
"3811",8400,230,4
"3812",6943,5231,5
"3813",5420,4049,4
"3814",8625,115,4
"3815",6900,5192,5
"3816",4055,2701,3
"3817",2740,700,1
"3818",1228,6633,1
"3819",6572,5398,5
"3820",5432,4034,4
"3821",6648,5118,5
"3822",4553,2532,3
"3823",1965,6265,1
"3824",1008,5589,1
"3825",3322,551,3
"3826",3322,551,3
"3827",4144,2763,3
"3828",8645,3340,2
"3829",8125,161,4
"3830",3627,928,2
"3831",1213,6631,1
"3832",1018,5586,1
"3833",8008,261,4
"3834",1212,6628,1
"3835",3362,982,3
"3836",2503,371,3
"3837",7000,3901,2
"3838",8722,3313,2
"3839",4800,4289,3
"3840",1720,2183,1
"3841",1206,6621,1
"3842",2950,6784,1
"3843",3904,6007,2
"3844",1231,6612,1
"3845",1580,5451,1
"3846",3700,768,2
"3847",8853,1344,2
"3848",8400,230,4
"3849",8003,261,4
"3850",1350,5757,1
"3851",8645,3340,2
"3852",4450,2861,3
"3853",3280,2275,3
"3854",8197,67,4
"3855",7500,3787,2
"3856",6460,1201,2
"3857",9064,3002,2
"3858",1868,6152,1
"3859",8840,1301,2
"3860",3671,610,3
"3861",8153,97,4
"3862",5722,4006,4
"3863",5200,4095,4
"3864",1786,2284,3
"3865",8560,4941,4
"3866",3705,768,2
"3867",8055,261,4
"3868",8108,84,4
"3869",3504,617,3
"3870",8636,120,4
"3871",1004,5586,1
"3872",3067,359,3
"3873",1700,2196,1
"3874",6300,1711,2
"3875",8105,96,4
"3876",3800,593,2
"3877",4102,2765,3
"3878",6314,1709,2
"3879",1200,6621,1
"3880",1994,6024,1
"3881",1005,5586,1
"3882",8405,230,4
"3883",8700,154,4
"3884",1955,6022,1
"3885",6593,5003,5
"3886",3280,2275,3
"3887",2560,743,3
"3888",6512,5002,5
"3889",5417,4044,4
"3890",5056,4281,3
"3891",8267,4801,4
"3892",8583,4506,4
"3893",5505,4193,4
"3894",5070,4163,3
"3895",5022,4008,4
"3896",5035,4013,4
"3897",7132,3603,2
"3898",3006,351,3
"3899",3012,351,3
"3900",3312,538,3
"3901",9426,3033,2
"3902",8874,1630,2
"3903",4564,2528,3
"3904",4565,2530,3
"3905",3367,989,3
"3906",6024,1088,2
"3907",4107,2768,3
"3908",3753,762,2
"3909",8224,2903,4
"3910",1143,5656,1
"3911",1922,6218,1
"3912",1972,6082,1
"3913",2035,6458,1
"3914",3971,6253,1
"3915",1971,6263,1
"3916",1329,5748,1
"3917",1632,2148,1
"3918",1568,2051,1
"3919",1749,2115,1
"3920",1040,5518,1
"3921",1410,5693,1
"3922",1418,5539,1
"3923",5072,4175,3
"3924",8353,294,4
"3925",8914,1,4
"3926",3019,351,3
"3927",8165,93,4
"3928",8640,3340,2
"3929",5022,4008,4
"3930",2540,2546,3
"3931",8964,4075,4
"3932",5057,4281,3
"3933",1510,5678,1
"3934",1354,5756,1
"3935",8853,1344,2
"3936",3600,942,2
"3937",8424,56,4
"3938",9050,3101,2
"3939",1687,2113,1
"3940",8231,2939,4
"3941",1180,5861,1
"3942",6927,5236,5
"3943",8360,4724,4
"3944",6330,1702,2
"3945",1201,6621,1
"3946",1212,6628,1
"3947",3472,424,3
"3948",6044,1067,2
"3949",4912,321,3
"3950",3013,351,3
"3951",2000,6458,1
"3952",4102,2765,3
"3953",2000,6458,1
"3954",5210,4123,4
"3955",3052,361,3
"3956",8800,141,4
"3957",6516,5138,5
"3958",4310,4258,3
"3959",8345,111,4
"3960",4552,2517,3
"3961",3718,565,2
"3962",8200,2939,4
"3963",1018,5586,1
"3964",6370,1509,2
"3965",6030,1054,2
"3966",1054,5527,1
"3967",8280,4671,4
"3968",1201,6621,1
"3969",8048,261,4
"3970",6934,5151,5
"3971",6048,1058,2
"3972",9016,3203,2
"3973",8583,4506,4
"3974",9015,3203,2
"3975",3435,955,3
"3976",7526,3788,2
"3977",1964,6023,1
"3978",1663,2135,1
"3979",8180,53,4
"3980",6025,1081,2
"3981",9032,3442,2
"3982",6773,5078,5
"3983",1114,5634,1
"3984",6214,1099,2
"3985",1617,2333,1
"3986",5000,4001,4
"3987",5312,4304,4
"3988",8800,141,4
"3989",1712,2306,3
"3990",7156,3619,2
"3991",8532,4621,4
"3992",8342,117,4
"3993",2802,6712,1
"3994",4058,2701,3
"3995",8820,293,4
"3996",6410,1362,2
"3997",1891,6220,1
"3998",1700,2196,1
"3999",1110,5642,1
"4000",1020,5591,1
"4001",1052,5587,1
"4002",6340,1701,2
"4003",8154,92,4
"4004",8500,4566,4
"4005",6014,1061,2
"4006",2540,2546,3
"4007",1470,2054,1
"4008",8635,113,4
"4009",8117,193,4
"4010",8305,54,4
"4011",1110,5642,1
"4012",4059,2701,3
"4013",1059,5804,1
"4014",8754,1632,2
"4015",7745,3561,2
"4016",8600,191,4
"4017",6023,1040,2
"4018",1066,5584,1
"4019",8052,261,4
"4020",8330,177,4
"4021",5507,4033,4
"4022",5413,4024,4
"4023",2740,700,1
"4024",3110,616,3
"4025",6442,1311,2
"4026",9050,3101,2
"4027",8616,198,4
"4028",9050,3101,2
"4029",8280,4671,4
"4030",1962,6266,1
"4031",8910,2,4
"4032",6460,1201,2
"4033",4051,2701,3
"4034",8006,261,4
"4035",3400,404,3
"4036",1950,6266,1
"4037",5013,2495,3
"4038",5430,4045,4
"4039",8051,261,4
"4040",6023,1040,2
"4041",3303,540,3
"4042",8404,230,4
"4043",6962,5192,5
"4044",8910,2,4
"4045",6500,5002,5
"4046",1009,5590,1
"4047",8810,295,4
"4048",8280,4671,4
"4049",1296,5712,1
"4050",8050,261,4
"4051",6373,1505,2
"4052",2824,6730,1
"4053",1196,5721,1
"4054",6514,5002,5
"4055",9424,3235,2
"4056",8942,137,4
"4057",4410,2829,3
"4058",8617,196,4
"4059",1196,5721,1
"4060",6004,1061,2
"4061",8057,261,4
"4062",6045,1063,2
"4063",8038,261,4
"4064",6946,5212,5
"4065",6362,1510,2
"4066",4222,2793,3
"4067",8105,96,4
"4068",3294,383,3
"4069",6982,5141,5
"4070",5610,4082,4
"4071",3008,351,3
"4072",7323,3297,2
"4073",1907,6141,1
"4074",4144,2763,3
"4075",1004,5586,1
"4076",3174,355,3
"4077",4056,2701,3
"4078",8500,4566,4
"4079",8107,83,4
"4080",1441,5933,1
"4081",1637,2163,1
"4082",1022,5627,1
"4083",5200,4095,4
"4084",1203,6621,1
"4085",8863,1346,2
"4086",3414,418,3
"4087",4622,2401,3
"4088",3186,2293,3
"4089",4460,2846,3
"4090",8632,113,4
"4091",4132,2770,3
"4092",4654,2493,3
"4093",1007,5586,1
"4094",4056,2701,3
"4095",3665,886,3
"4096",5644,4223,4
"4097",9552,3427,2
"4098",8005,261,4
"4099",2543,387,3
"4100",9536,3405,2
"4101",4913,323,3
"4102",6018,1083,2
"4103",6300,1711,2
"4104",9402,3214,2
"4105",4106,2775,3
"4106",5022,4008,4
"4107",4932,331,3
"4108",4552,2517,3
"4109",9012,3203,2
"4110",8424,56,4
"4111",3018,351,3
"4112",8820,293,4
"4113",8810,295,4
"4114",8953,243,4
"4115",2558,731,3
"4116",4103,2767,3
"4117",4466,2856,3
"4118",6048,1058,2
"4119",1473,2008,1
"4120",8274,4696,4
"4121",3072,363,3
"4122",4133,2831,3
"4123",8008,261,4
"4124",6314,1709,2
"4125",2540,2546,3
"4126",1700,2196,1
"4127",8006,261,4
"4128",8050,261,4
"4129",1032,5592,1
"4130",9125,3378,2
"4131",1290,6644,1
"4132",6072,1406,2
"4133",4450,2861,3
"4134",9015,3203,2
"4135",1036,5501,1
"4136",1033,5582,1
"4137",3267,312,3
"4138",1246,6619,1
"4139",9100,3001,2
"4140",8800,141,4
"4141",8482,230,4
"4142",8620,121,4
"4143",2504,371,3
"4144",8952,247,4
"4145",7013,3722,2
"4146",8305,54,4
"4147",6834,5257,5
"4148",8105,96,4
"4149",8630,118,4
"4150",1482,2011,1
"4151",2000,6458,1
"4152",8952,247,4
"4153",7323,3297,2
"4154",1800,5890,1
"4155",8484,180,4
"4156",3250,306,3
"4157",1482,2011,1
"4158",1268,5704,1
"4159",9000,3203,2
"4160",4123,2762,3
"4161",8919,4238,4
"4162",2572,750,3
"4163",8725,3341,2
"4164",3422,412,3
"4165",1529,2044,1
"4166",8807,1322,2
"4167",8051,261,4
"4168",3250,306,3
"4169",3971,6253,1
"4170",6410,1362,2
"4171",6122,1136,2
"4172",1400,5938,1
"4173",8200,2939,4
"4174",8253,4545,4
"4175",8854,1346,2
"4176",1005,5586,1
"4177",8280,4671,4
"4178",1800,5890,1
"4179",1981,6089,1
"4180",6130,1151,2
"4181",1337,5764,1
"4182",4244,2791,3
"4183",3860,785,2
"4184",3018,351,3
"4185",9631,3379,2
"4186",5105,4091,4
"4187",4512,2542,3
"4188",4900,329,3
"4189",9306,4431,4
"4190",7220,3962,2
"4191",8580,4461,4
"4192",8964,4075,4
"4193",2053,6487,1
"4194",8617,196,4
"4195",2610,443,1
"4196",9225,4486,4
"4197",1009,5590,1
"4198",8405,230,4
"4199",1475,2054,1
"4200",8733,3342,2
"4201",1227,6608,1
"4202",6009,1059,2
"4203",1305,5495,1
"4204",8037,261,4
"4205",2563,739,3
"4206",6073,1406,2
"4207",6527,5287,5
"4208",1965,6265,1
"4209",6460,1201,2
"4210",1227,6608,1
"4211",2300,6421,1
"4212",8038,261,4
"4213",5600,4201,4
"4214",6830,5250,5
"4215",9496,7003,6
"4216",4665,4280,3
"4217",1800,5890,1
"4218",3942,6199,2
"4219",1029,5651,1
"4220",1920,6136,1
"4221",6410,1362,2
"4222",8810,295,4
"4223",1009,5590,1
"4224",1913,6140,1
"4225",8868,1630,2
"4226",6012,1059,2
"4227",2300,6421,1
"4228",6900,5192,5
"4229",4513,2550,3
"4230",1920,6136,1
"4231",6828,5242,5
"4232",4623,2404,3
"4233",9052,3024,2
"4234",6807,5227,5
"4235",6648,5118,5
"4236",6030,1054,2
"4237",7500,3787,2
"4238",1630,2125,1
"4239",5312,4304,4
"4240",5408,4026,4
"4241",6850,5254,5
"4242",1094,5588,1
"4243",5034,4012,4
"4244",3006,351,3
"4245",1007,5586,1
"4246",8280,4671,4
"4247",8134,131,4
"4248",6204,1102,2
"4249",4632,2500,3
"4250",6170,1008,2
"4251",1023,5583,1
"4252",1201,6621,1
"4253",4912,321,3
"4254",6374,1502,2
"4255",8422,224,4
"4256",1038,5512,1
"4257",1220,6643,1
"4258",4452,2849,3
"4259",1148,5486,1
"4260",3960,6248,1
"4261",8610,198,4
"4262",7270,3851,2
"4263",8105,96,4
"4264",1110,5642,1
"4265",6025,1081,2
"4266",6005,1061,2
"4267",5000,4001,4
"4268",6247,1143,2
"4269",6006,1061,2
"4270",1400,5938,1
"4271",3713,567,2
"4272",1763,2198,1
"4273",4103,2767,3
"4274",6055,1401,2
"4275",8750,1632,2
"4276",4123,2762,3
"4277",1207,6621,1
"4278",1410,5693,1
"4279",5200,4095,4
"4280",5212,4100,4
"4281",5614,4076,4
"4282",8966,4074,4
"4283",5507,4033,4
"4284",8269,4851,4
"4285",8596,4691,4
"4286",4665,4280,3
"4287",4665,4280,3
"4288",4805,4274,3
"4289",4805,4274,3
"4290",8266,4864,4
"4291",8535,4811,4
"4292",8580,4461,4
"4293",5313,4309,4
"4294",5313,4309,4
"4295",5313,4309,4
"4296",3930,6297,2
"4297",3930,6297,2
"4298",3911,6008,2
"4299",8577,4756,4
"4300",9503,4921,4
"4301",9503,4921,4
"4302",5622,4240,4
"4303",5623,4228,4
"4304",5636,4234,4
"4305",5643,4239,4
"4306",5643,4239,4
"4307",5643,4239,4
"4308",5102,4206,4
"4309",5505,4193,4
"4310",5603,4210,4
"4311",5606,4194,4
"4312",5024,4008,4
"4313",5036,4010,4
"4314",7454,3543,2
"4315",7016,3734,2
"4316",7416,3673,2
"4317",7162,3981,2
"4318",7180,3982,2
"4319",3400,404,3
"4320",3400,404,3
"4321",3453,958,3
"4322",3534,907,3
"4323",3005,351,3
"4324",3006,351,3
"4325",3006,351,3
"4326",3008,351,3
"4327",3008,351,3
"4328",3008,351,3
"4329",3012,351,3
"4330",3012,351,3
"4331",3013,351,3
"4332",3018,351,3
"4333",3065,352,3
"4334",3076,627,3
"4335",3086,888,3
"4336",3097,355,3
"4337",3097,355,3
"4338",3152,855,3
"4339",3176,670,3
"4340",3312,538,3
"4341",8840,1301,2
"4342",9300,3204,2
"4343",9240,3408,2
"4344",9500,3427,2
"4345",9612,3394,2
"4346",8730,3339,2
"4347",6417,1371,2
"4348",6438,1372,2
"4349",6438,1372,2
"4350",6440,1364,2
"4351",6370,1509,2
"4352",6370,1509,2
"4353",6373,1505,2
"4354",3360,979,3
"4355",3360,979,3
"4356",4704,981,3
"4357",4932,331,3
"4358",4935,332,3
"4359",3655,938,2
"4360",6023,1040,2
"4361",6023,1040,2
"4362",6023,1040,2
"4363",6048,1058,2
"4364",6048,1058,2
"4365",6344,1064,2
"4366",6344,1064,2
"4367",8852,1341,2
"4368",4103,2767,3
"4369",4132,2770,3
"4370",4132,2770,3
"4371",4132,2770,3
"4372",4132,2770,3
"4373",4132,2770,3
"4374",4626,2405,3
"4375",4600,2581,3
"4376",4600,2581,3
"4377",8132,192,4
"4378",8603,197,4
"4379",8353,294,4
"4380",8471,214,4
"4381",8302,62,4
"4382",8303,52,4
"4383",8303,52,4
"4384",8303,52,4
"4385",8424,56,4
"4386",8424,56,4
"4387",8426,63,4
"4388",3700,768,2
"4389",3600,942,2
"4390",2575,751,3
"4391",3035,312,3
"4392",3035,312,3
"4393",3236,495,3
"4394",8047,261,4
"4395",8055,261,4
"4396",8307,296,4
"4397",8315,176,4
"4398",8102,245,4
"4399",8105,96,4
"4400",9103,3004,2
"4401",4462,2857,3
"4402",4466,2856,3
"4403",8135,136,4
"4404",8135,136,4
"4405",8805,138,4
"4406",8707,159,4
"4407",4056,2701,3
"4408",1110,5642,1
"4409",1117,5485,1
"4410",1136,5656,1
"4411",1163,5636,1
"4412",1188,5428,1
"4413",1313,5483,1
"4414",2714,6748,1
"4415",1207,6621,1
"4416",1212,6628,1
"4417",1214,6643,1
"4418",1225,6613,1
"4419",1225,6613,1
"4420",1225,6613,1
"4421",1225,6613,1
"4422",1232,6618,1
"4423",2904,6790,1
"4424",2933,6793,1
"4425",1034,5473,1
"4426",1098,5613,1
"4427",1183,5853,1
"4428",1270,5730,1
"4429",1020,5591,1
"4430",1020,5591,1
"4431",1020,5591,1
"4432",1868,6152,1
"4433",1816,5886,1
"4434",2072,6459,1
"4435",1967,6266,1
"4436",1006,5586,1
"4437",1006,5586,1
"4438",1006,5586,1
"4439",1012,5586,1
"4440",1006,5586,1
"4441",1018,5586,1
"4442",1032,5592,1
"4443",1345,5873,1
"4444",1346,5871,1
"4445",1450,5568,1
"4446",1082,5785,1
"4447",1510,5678,1
"4448",1852,5413,1
"4449",1860,5401,1
"4450",1867,5409,1
"4451",1628,2160,1
"4452",1635,2125,1
"4453",1652,2123,1
"4454",1669,2121,1
"4455",1920,6136,1
"4456",1920,6136,1
"4457",1920,6136,1
"4458",1058,5804,1
"4459",6597,5138,5
"4460",6594,5398,5
"4461",6605,5113,5
"4462",6612,5091,5
"4463",6616,5115,5
"4464",6652,5396,5
"4465",6802,5238,5
"4466",6807,5227,5
"4467",6942,5221,5
"4468",6943,5231,5
"4469",6948,5214,5
"4470",6987,5171,5
"4471",6517,5001,5
"4472",6562,3823,5
"4473",5325,4311,4
"4474",6952,5167,5
"4475",8213,2904,4
"4476",2088,6452,1
"4477",1695,2236,1
"4478",4655,2499,3
"4479",7149,3618,2
"4480",1700,2196,1
"4481",8008,261,4
"4482",1028,5643,1
"4483",6672,5324,5
"4484",2720,446,1
"4485",4402,2824,3
"4486",9014,3203,2
"4487",1208,6621,1
"4488",8580,4461,4
"4489",8107,83,4
"4490",8180,53,4
"4491",8005,261,4
"4492",4566,2525,3
"4493",6207,1094,2
"4494",1070,5607,1
"4495",2553,746,3
"4496",3414,418,3
"4497",9217,4501,4
"4498",3047,353,3
"4499",8810,295,4
"4500",1717,2304,3
"4501",8906,3,4
"4502",8913,11,4
"4503",1005,5586,1
"4504",5702,4204,4
"4505",8610,198,4
"4506",6026,1037,2
"4507",8957,4040,4
"4508",9453,3252,2
"4509",8260,2964,4
"4510",6312,1708,2
"4511",1214,6643,1
"4512",8260,2964,4
"4513",8805,138,4
"4514",1213,6631,1
"4515",2016,6408,1
"4516",8610,198,4
"4517",1400,5938,1
"4518",3006,351,3
"4519",7132,3603,2
"4520",8904,241,4
"4521",3074,356,3
"4522",5064,4181,3
"4523",8472,227,4
"4524",4500,2601,3
"4525",4056,2701,3
"4526",1201,6621,1
"4527",4600,2581,3
"4528",8620,121,4
"4529",3534,907,3
"4530",6827,5160,5
"4531",3006,351,3
"4532",9008,3203,2
"4533",6056,1407,2
"4534",8370,4761,4
"4535",8004,261,4
"4536",8005,261,4
"4537",1209,6621,1
"4538",5210,4123,4
"4539",8564,4701,4
"4540",8615,198,4
"4541",1607,5805,1
"4542",3634,941,2
"4543",8718,3315,2
"4544",8737,3341,2
"4545",1202,6621,1
"4546",1218,6623,1
"4547",6020,1024,2
"4548",4148,2772,3
"4549",6533,5010,5
"4550",9545,4781,4
"4551",4107,2768,3
"4552",1723,2206,1
"4553",2503,371,3
"4554",1217,6630,1
"4555",6992,5230,5
"4556",1350,5757,1
"4557",8800,141,4
"4558",4332,4260,3
"4559",2552,744,3
"4560",6403,1331,2
"4561",6600,5113,5
"4562",1212,6628,1
"4563",1004,5586,1
"4564",4310,4258,3
"4565",1666,2134,1
"4566",1219,6643,1
"4567",1868,6152,1
"4568",6814,5189,5
"4569",3863,784,2
"4570",6558,3821,5
"4571",1209,6621,1
"4572",5610,4082,4
"4573",4434,2886,3
"4574",8854,1346,2
"4575",8200,2939,4
"4576",1197,5725,1
"4577",9000,3203,2
"4578",9435,3231,2
"4579",3604,942,2
"4580",8820,293,4
"4581",1110,5642,1
"4582",8598,4643,4
"4583",3253,2461,3
"4584",9428,3037,2
"4585",8053,261,4
"4586",2300,6421,1
"4587",8645,3340,2
"4588",1164,5623,1
"4589",2022,6417,1
"4590",3957,6110,2
"4591",1782,2175,1
"4592",1233,6607,1
"4593",4532,2544,3
"4594",8050,261,4
"4595",4500,2601,3
"4596",5600,4201,4
"4597",8048,261,4
"4598",6963,5192,5
"4599",8106,96,4
"4600",2000,6458,1
"4601",8700,154,4
"4602",8953,243,4
"4603",7405,3637,2
"4604",1209,6621,1
"4605",1224,6612,1
"4606",8051,261,4
"4607",8057,261,4
"4608",3088,880,3
"4609",8907,14,4
"4610",6038,1055,2
"4611",1663,2135,1
"4612",6208,1095,2
"4613",9473,3272,2
"4614",6033,1052,2
"4615",3113,623,3
"4616",1004,5586,1
"4617",6170,1008,2
"4618",5412,4029,4
"4619",4802,4285,3
"4620",8497,114,4
"4621",5400,4021,4
"4622",3766,791,2
"4623",8416,28,4
"4624",8560,4941,4
"4625",6130,1151,2
"4626",6312,1708,2
"4627",8309,64,4
"4628",6300,1711,2
"4629",7550,3762,2
"4630",6315,1706,2
"4631",5034,4012,4
"4632",8707,159,4
"4633",1700,2196,1
"4634",8704,152,4
"4635",4657,2573,3
"4636",8500,4566,4
"4637",6340,1701,2
"4638",1337,5764,1
"4639",1218,6623,1
"4640",9473,3272,2
"4641",8800,141,4
"4642",8583,4506,4
"4643",2017,6404,1
"4644",6105,1009,2
"4645",3004,351,3
"4646",2610,443,1
"4647",1680,2096,1
"4648",5000,4001,4
"4649",3658,938,2
"4650",3780,843,2
"4651",6010,1059,2
"4652",6048,1058,2
"4653",1880,5402,1
"4654",9000,3203,2
"4655",1860,5401,1
"4656",1041,5514,1
"4657",1076,5806,1
"4658",1012,5586,1
"4659",2502,371,3
"4660",3203,668,3
"4661",6353,1069,2
"4662",1005,5586,1
"4663",1373,5749,1
"4664",8942,137,4
"4665",1630,2125,1
"4666",6105,1009,2
"4667",3427,552,3
"4668",8051,261,4
"4669",1027,5638,1
"4670",6010,1059,2
"4671",6503,5002,5
"4672",9434,3231,2
"4673",8427,68,4
"4674",8902,250,4
"4675",8003,261,4
"4676",2900,6800,1
"4677",8400,230,4
"4678",1022,5627,1
"4679",4712,2426,3
"4680",1752,2228,1
"4681",1400,5938,1
"4682",2504,371,3
"4683",6005,1061,2
"4684",6344,1064,2
"4685",8330,177,4
"4686",8962,4023,4
"4687",3232,496,3
"4688",8535,4811,4
"4689",4528,2534,3
"4690",5200,4095,4
"4691",4054,2701,3
"4692",6300,1711,2
"4693",1400,5938,1
"4694",6253,1125,2
"4695",8508,4816,4
"4696",6372,1506,2
"4697",8953,243,4
"4698",6763,5072,5
"4699",2513,756,3
"4700",4142,2769,3
"4701",5430,4045,4
"4702",4053,2701,3
"4703",4310,4258,3
"4704",4143,2473,3
"4705",7320,3296,2
"4706",6900,5192,5
"4707",8330,177,4
"4708",3073,356,3
"4709",6500,5002,5
"4710",3960,6248,1
"4711",3007,351,3
"4712",3075,627,3
"4713",7106,3672,2
"4714",7320,3296,2
"4715",1040,5518,1
"4716",1027,5638,1
"4717",6210,1103,2
"4718",1630,2125,1
"4719",1400,5938,1
"4720",1217,6630,1
"4721",1700,2196,1
"4722",1233,6607,1
"4723",6300,1711,2
"4724",5420,4049,4
"4725",4552,2517,3
"4726",8735,3342,2
"4727",1217,6630,1
"4728",6512,5002,5
"4729",4313,4254,3
"4730",3963,6240,1
"4731",1205,6621,1
"4732",6403,1331,2
"4733",1400,5938,1
"4734",2616,441,1
"4735",4665,4280,3
"4736",8590,4436,4
"4737",1020,5591,1
"4738",4125,2703,3
"4739",8044,261,4
"4740",3302,544,3
"4741",4244,2791,3
"4742",6215,1081,2
"4743",1196,5721,1
"4744",8046,261,4
"4745",8585,4681,4
"4746",4310,4258,3
"4747",4132,2770,3
"4748",8505,4841,4
"4749",3804,579,2
"4750",8702,161,4
"4751",1654,2163,1
"4752",2016,6408,1
"4753",5074,4161,3
"4754",1242,6638,1
"4755",3007,351,3
"4756",1450,5568,1
"4757",8045,261,4
"4758",9305,3211,2
"4759",4460,2846,3
"4760",8584,4911,4
"4761",8104,251,4
"4762",3150,855,3
"4763",6032,1024,2
"4764",5745,4283,3
"4765",6900,5192,5
"4766",9016,3203,2
"4767",4106,2775,3
"4768",8152,66,4
"4769",7031,3575,2
"4770",2000,6458,1
"4771",8004,261,4
"4772",9450,3251,2
"4773",4106,2775,3
"4774",1201,6621,1
"4775",3303,540,3
"4776",5417,4044,4
"4777",6314,1709,2
"4778",1721,2272,3
"4779",6283,1031,2
"4780",8405,230,4
"4781",1071,5601,1
"4782",1893,6152,1
"4783",8400,230,4
"4784",6042,4231,4
"4785",1233,6607,1
"4786",3612,939,2
"4787",6340,1701,2
"4788",8280,4671,4
"4789",3204,668,3
"4790",8050,261,4
"4791",6207,1094,2
"4792",8810,295,4
"4793",8405,230,4
"4794",1206,6621,1
"4795",5512,4046,4
"4796",6030,1054,2
"4797",1217,6630,1
"4798",6900,5192,5
"4799",1010,5586,1
"4800",3177,667,3
"4801",1020,5591,1
"4802",1222,6616,1
"4803",2000,6458,1
"4804",1018,5586,1
"4805",6912,5192,5
"4806",8081,261,4
"4807",8630,118,4
"4808",3210,2265,3
"4809",2502,371,3
"4810",1260,5724,1
"4811",8155,90,4
"4812",6030,1054,2
"4813",8113,82,4
"4814",6314,1709,2
"4815",4444,2859,3
"4816",1009,5590,1
"4817",8834,1321,2
"4818",1197,5725,1
"4819",8888,3293,2
"4820",1880,5402,1
"4821",1004,5586,1
"4822",9472,3273,2
"4823",9230,3402,2
"4824",8474,216,4
"4825",9410,3032,2
"4826",1000,5586,1
"4827",3053,546,3
"4828",6363,1510,2
"4829",4658,2572,3
"4830",1996,6024,1
"4831",8153,97,4
"4832",6760,5072,5
"4833",1004,5586,1
"4834",1630,2125,1
"4835",9500,3427,2
"4836",8253,4545,4
"4837",5443,4035,4
"4838",6005,1061,2
"4839",8805,138,4
"4840",2563,739,3
"4841",4932,331,3
"4842",1170,5422,1
"4843",8820,293,4
"4844",8645,3340,2
"4845",9223,4471,4
"4846",3063,362,3
"4847",1637,2163,1
"4848",6005,1061,2
"4849",1073,5611,1
"4850",1700,2196,1
"4851",3008,351,3
"4852",9506,4741,4
"4853",6370,1509,2
"4854",1004,5586,1
"4855",6677,5317,5
"4856",6015,1061,2
"4857",8824,293,4
"4858",4410,2829,3
"4859",9242,3407,2
"4860",3718,565,2
"4861",9245,3424,2
"4862",3665,886,3
"4863",1725,2233,1
"4864",6331,1703,2
"4865",8181,60,4
"4866",1148,5486,1
"4867",5728,4135,4
"4868",7017,3732,2
"4869",6528,5002,5
"4870",6710,5281,5
"4871",1807,5892,1
"4872",2300,6421,1
"4873",2900,6800,1
"4874",9050,3101,2
"4875",8006,261,4
"4876",1669,2121,1
"4877",6373,1505,2
"4878",1009,5590,1
"4879",9554,4776,4
"4880",2300,6421,1
"4881",6933,5205,5
"4882",8038,261,4
"4883",1630,2125,1
"4884",8405,230,4
"4885",3270,301,3
"4886",5400,4021,4
"4887",3979,6238,1
"4888",5452,4037,4
"4889",6033,1052,2
"4890",8307,296,4
"4891",8047,261,4
"4892",8057,261,4
"4893",3076,627,3
"4894",6330,1702,2
"4895",5735,1097,2
"4896",8050,261,4
"4897",5070,4163,3
"4898",3125,884,3
"4899",8905,4061,4
"4900",3422,412,3
"4901",6535,3834,5
"4902",1438,5919,1
"4903",8953,243,4
"4904",4310,4258,3
"4905",1063,5693,1
"4906",1400,5938,1
"4907",4132,2770,3
"4908",4310,4258,3
"4909",9050,3101,2
"4910",9016,3203,2
"4911",1212,6628,1
"4912",6362,1510,2
"4913",1712,2306,3
"4914",9000,3203,2
"4915",8840,1301,2
"4916",5078,4185,4
"4917",1213,6631,1
"4918",5611,4082,4
"4919",8610,198,4
"4920",6005,1061,2
"4921",2575,751,3
"4922",1010,5586,1
"4923",7503,3786,2
"4924",1040,5518,1
"4925",1028,5643,1
"4926",1209,6621,1
"4927",6612,5091,5
"4928",6010,1059,2
"4929",1041,5514,1
"4930",5400,4021,4
"4931",5212,4100,4
"4932",6024,1088,2
"4933",1012,5586,1
"4934",5613,4080,4
"4935",6432,1372,2
"4936",8344,111,4
"4937",7403,3723,2
"4938",8590,4436,4
"4939",8152,66,4
"4940",4052,2701,3
"4941",1400,5938,1
"4942",8555,4831,4
"4943",5426,4312,4
"4944",8590,4436,4
"4945",1009,5590,1
"4946",1880,5402,1
"4947",6005,1061,2
"4948",1110,5642,1
"4949",8957,4040,4
"4950",8645,3340,2
"4951",9300,3204,2
"4952",1226,6640,1
"4953",6110,1107,2
"4954",2056,6487,1
"4955",2562,745,3
"4956",8174,100,4
"4957",8200,2939,4
"4958",2800,6711,1
"4959",9213,4486,4
"4960",1203,6621,1
"4961",8046,261,4
"4962",8805,138,4
"4963",6512,5002,5
"4964",4803,4287,3
"4965",9057,3105,2
"4966",3628,885,3
"4967",3904,6007,2
"4968",8846,1301,2
"4969",6213,1089,2
"4970",1073,5611,1
"4971",3771,794,2
"4972",6284,1030,2
"4973",1275,5709,1
"4974",1714,2296,3
"4975",7206,3955,2
"4976",1637,2163,1
"4977",1030,5624,1
"4978",3235,492,3
"4979",7205,3947,2
"4980",6934,5151,5
"4981",8853,1344,2
"4982",8708,155,4
"4983",2720,446,1
"4984",6500,5002,5
"4985",3007,351,3
"4986",8624,115,4
"4987",3185,2305,3
"4988",5102,4206,4
"4989",8630,118,4
"4990",3006,351,3
"4991",2900,6800,1
"4992",1673,2097,1
"4993",5034,4012,4
"4994",8107,83,4
"4995",1218,6623,1
"4996",8305,54,4
"4997",7000,3901,2
"4998",5417,4044,4
"4999",8542,298,4
"5000",5742,4276,3
