"","PLZ","WOBFS","Region"
"8065",3367,989,3
"8066",5443,4035,4
"8067",5079,4183,3
"8068",3254,2457,3
"8069",6110,1107,2
"8070",5512,4046,4
"8071",1066,5584,1
"8072",1694,2114,1
"8073",4450,2861,3
"8074",7000,3901,2
"8075",3110,616,3
"8076",2543,387,3
"8077",9470,3271,2
"8078",4936,332,3
"8079",6019,1098,2
"8080",2063,6487,1
"8081",6528,5002,5
"8082",2612,432,1
"8083",4226,2613,3
"8084",8478,39,4
"8085",9034,3212,2
"8086",8824,293,4
"8087",8762,1631,2
"8088",8580,4461,4
"8089",8722,3313,2
"8090",1020,5591,1
"8091",1082,5785,1
"8092",2933,6793,1
"8093",6710,5281,5
"8094",6674,5317,5
"8095",6534,3835,5
"8096",6528,5002,5
"8097",6834,5257,5
"8098",6834,5257,5
"8099",6855,5266,5
"8100",6877,5251,5
"8101",6600,5113,5
"8102",6648,5118,5
"8103",6963,5192,5
"8104",6968,5192,5
"8105",1018,5586,1
"8106",7320,3296,2
"8107",4145,2474,3
"8108",4455,2869,3
"8109",6052,1507,2
"8110",1950,6266,1
"8111",1009,5590,1
"8112",8142,248,4
"8113",1893,6152,1
"8114",8853,1344,2
"8115",3019,351,3
"8116",8522,4551,4
"8117",3047,353,3
"8118",9000,3203,2
"8119",8152,66,4
"8120",4125,2703,3
"8121",8500,4566,4
"8122",8810,295,4
"8123",8566,4666,4
"8124",4052,2701,3
"8125",8048,261,4
"8126",1005,5586,1
"8127",4543,2516,3
"8128",8865,1630,2
"8129",1020,5591,1
"8130",4625,2406,3
"8131",2016,6408,1
"8132",1041,5514,1
"8133",8038,261,4
"8134",8049,261,4
"8135",9035,3031,2
"8136",6460,1201,2
"8137",8810,295,4
"8138",4054,2701,3
"8139",6284,1030,2
"8140",5430,4045,4
"8141",6814,5189,5
"8142",3457,957,3
"8143",1860,5401,1
"8144",8272,4646,4
"8145",5073,4165,3
"8146",8045,261,4
"8147",1027,5638,1
"8148",6264,1139,2
"8149",3974,6253,1
"8150",3018,351,3
"8151",8311,213,4
"8152",4312,4253,3
"8153",8330,177,4
"8154",3098,355,3
"8155",8353,294,4
"8156",8953,243,4
"8157",8610,198,4
"8158",8049,261,4
"8159",1144,5423,1
"8160",1870,6153,1
"8161",3603,942,2
"8162",1020,5591,1
"8163",6020,1024,2
"8164",8492,181,4
"8165",8810,295,4
"8166",9200,3443,2
"8167",1800,5890,1
"8168",6026,1037,2
"8169",1224,6612,1
"8170",1004,5586,1
"8171",8596,4691,4
"8172",4712,2426,3
"8173",3773,793,2
"8174",6262,1140,2
"8175",7405,3637,2
"8176",6222,1081,2
"8177",8750,1632,2
"8178",5619,4064,4
"8179",9011,3203,2
"8180",3415,406,3
"8181",5704,4195,4
"8182",4625,2406,3
"8183",3645,942,2
"8184",3600,942,2
"8185",8127,195,4
"8186",1018,5586,1
"8187",1219,6643,1
"8188",6512,5002,5
"8189",6512,5002,5
"8190",6877,5251,5
"8191",6596,5108,5
"8192",6900,5192,5
"8193",6900,5192,5
"8194",6981,5149,5
"8195",6982,5141,5
"8196",6987,5171,5
"8197",8849,1361,2
"8198",8427,68,4
"8199",6340,1701,2
"8200",6024,1088,2
"8201",8045,261,4
"8202",8049,261,4
"8203",6834,5257,5
"8204",8712,158,4
"8205",1880,5402,1
"8206",8302,62,4
"8207",3008,351,3
"8208",8572,4891,4
"8209",8808,1322,2
"8210",2300,6421,1
"8211",8354,294,4
"8212",7302,3955,2
"8213",8910,2,4
"8214",9056,3022,2
"8215",8008,261,4
"8216",2340,6754,1
"8217",5454,4022,4
"8218",6289,1030,2
"8219",3074,356,3
"8220",4055,2701,3
"8221",6023,1040,2
"8222",8180,53,4
"8223",6030,1054,2
"8224",8354,294,4
"8225",6262,1140,2
"8226",8910,2,4
"8227",1971,6263,1
"8228",8192,58,4
"8229",8915,4,4
"8230",3814,577,2
"8231",3536,901,3
"8232",3295,393,3
"8233",1632,2148,1
"8234",1225,6613,1
"8235",6500,5002,5
"8236",6532,5001,5
"8237",6965,5192,5
"8238",6403,1331,2
"8239",8706,156,4
"8240",6537,3832,5
"8241",8586,4476,4
"8242",3600,942,2
"8243",5417,4044,4
"8244",2502,371,3
"8245",5724,4134,4
"8246",9427,3038,2
"8247",6034,1033,2
"8248",9038,3034,2
"8249",6313,1704,2
"8250",4142,2769,3
"8251",7176,3985,2
"8252",5737,4139,4
"8253",7149,3618,2
"8254",1814,5889,1
"8255",2000,6458,1
"8256",2832,6708,1
"8257",8248,34,4
"8258",2557,749,3
"8259",2800,6711,1
"8260",3013,351,3
"8261",2520,723,1
"8262",6030,1054,2
"8263",6144,1150,2
"8264",8471,214,4
"8265",4600,2581,3
"8266",6516,5138,5
"8267",6247,1143,2
"8268",8722,3313,2
"8269",8044,261,4
"8270",9502,4723,4
"8271",4312,4253,3
"8272",8242,2920,4
"8273",6300,1711,2
"8274",1684,2087,1
"8275",1354,5756,1
"8276",6353,1069,2
"8277",3713,567,2
"8278",7440,3701,2
"8279",8353,294,4
"8280",6010,1059,2
"8281",5606,4194,4
"8282",3212,2262,3
"8283",9034,3212,2
"8284",4702,2407,3
"8285",5413,4024,4
"8286",3124,861,3
"8287",1776,2029,1
"8288",1462,5939,1
"8289",1093,5606,1
"8290",6500,5002,5
"8291",6850,5254,5
"8292",1260,5724,1
"8293",8633,112,4
"8294",4410,2829,3
"8295",3615,923,2
"8296",5703,4209,4
"8297",2068,6454,1
"8298",8505,4841,4
"8299",5013,2495,3
"8300",3604,942,2
"8301",5400,4021,4
"8302",6386,1511,2
"8303",4634,2502,3
"8304",1007,5586,1
"8305",1608,5805,1
"8306",1248,6625,1
"8307",5000,4001,4
"8308",6043,1051,2
"8309",3045,307,3
"8310",6206,1093,2
"8311",3014,351,3
"8312",2017,6404,1
"8313",8134,131,4
"8314",9422,3237,2
"8315",3284,2258,3
"8316",1030,5624,1
"8317",1562,5816,1
"8318",2525,6455,1
"8319",6313,1704,2
"8320",6330,1702,2
"8321",3414,418,3
"8322",3047,353,3
"8323",6130,1151,2
"8324",6264,1139,2
"8325",4224,2789,3
"8326",3184,2309,3
"8327",6005,1061,2
"8328",3822,584,2
"8329",3604,942,2
"8330",8904,241,4
"8331",8627,116,4
"8332",1406,5910,1
"8333",6028,1039,2
"8334",1196,5721,1
"8335",9548,4591,4
"8336",1124,5484,1
"8337",8050,261,4
"8338",4422,2821,3
"8339",8133,192,4
"8340",6414,1362,2
"8341",4710,2422,3
"8342",7302,3955,2
"8343",4225,2782,3
"8344",8200,2939,4
"8345",8200,2939,4
"8346",5013,2495,3
"8347",8841,1301,2
"8348",3250,306,3
"8349",3067,359,3
"8350",6330,1702,2
"8351",6345,1705,2
"8352",8548,218,4
"8353",5210,4123,4
"8354",5222,4095,4
"8355",6234,1104,2
"8356",9062,3024,2
"8357",9477,3276,2
"8358",5415,4038,4
"8359",5408,4026,4
"8360",9063,3005,2
"8361",9000,3203,2
"8362",4302,2822,3
"8363",3806,572,2
"8364",3362,982,3
"8365",4538,983,3
"8366",5073,4165,3
"8367",5079,4183,3
"8368",3184,2309,3
"8369",3186,2293,3
"8370",8134,131,4
"8371",3604,942,2
"8372",8004,261,4
"8373",1008,5589,1
"8374",1468,2055,1
"8375",6234,1104,2
"8376",6212,1089,2
"8377",3766,791,2
"8378",6330,1702,2
"8379",8200,2939,4
"8380",6210,1103,2
"8381",8304,69,4
"8382",8260,2964,4
"8383",4123,2762,3
"8384",4133,2831,3
"8385",4123,2762,3
"8386",9536,3405,2
"8387",3537,901,3
"8388",3604,942,2
"8389",4059,2701,3
"8390",3154,853,3
"8391",8308,296,4
"8392",7107,3672,2
"8393",6313,1704,2
"8394",8200,2939,4
"8395",6210,1103,2
"8396",9436,3232,2
"8397",6280,1031,2
"8398",6102,1062,2
"8399",4515,2553,3
"8400",4431,2882,3
"8401",4852,4282,3
"8402",4924,329,3
"8403",3604,942,2
"8404",8600,191,4
"8405",8645,3340,2
"8406",8051,261,4
"8407",6472,1206,2
"8408",2608,434,1
"8409",6443,1366,2
"8410",6010,1059,2
"8411",9205,3444,2
"8412",4144,2763,3
"8413",4900,329,3
"8414",4922,342,3
"8415",8600,191,4
"8416",3250,306,3
"8417",3250,306,3
"8418",3007,351,3
"8419",8841,1301,2
"8420",1274,5728,1
"8421",8212,2937,4
"8422",5400,4021,4
"8423",6330,1702,2
"8424",8406,230,4
"8425",9443,3238,2
"8426",7107,3672,2
"8427",8910,2,4
"8428",8853,1344,2
"8429",9200,3443,2
"8430",4153,2773,3
"8431",3646,768,2
"8432",8604,199,4
"8433",5722,4006,4
"8434",7078,3506,2
"8435",7078,3506,2
"8436",1846,5403,1
"8437",1428,5566,1
"8438",6210,1103,2
"8439",8049,261,4
"8440",8342,117,4
"8441",8344,111,4
"8442",8344,111,4
"8443",4144,2763,3
"8444",7324,3297,2
"8445",1586,5464,1
"8446",2520,723,1
"8447",8832,1323,4
"8448",7208,3954,2
"8449",6403,1331,2
"8450",6300,1711,2
"8451",6300,1711,2
"8452",6430,1372,2
"8453",6430,1372,2
"8454",6430,1372,2
"8455",8630,118,4
"8456",6130,1151,2
"8457",6252,1125,2
"8458",8400,230,4
"8459",8404,230,4
"8460",8406,230,4
"8461",8406,230,4
"8462",8472,227,4
"8463",6210,1103,2
"8464",6210,1103,2
"8465",6212,1089,2
"8466",9443,3238,2
"8467",5525,4067,4
"8468",9053,3024,2
"8469",9470,3271,2
"8470",6020,1024,2
"8471",6020,1024,2
"8472",6280,1031,2
"8473",8181,60,4
"8474",6010,1059,2
"8475",6043,1051,2
"8476",9100,3001,2
"8477",9100,3001,2
"8478",4563,2519,3
"8479",4563,2519,3
"8480",6014,1061,2
"8481",5415,4038,4
"8482",8911,12,4
"8483",8932,9,4
"8484",8853,1344,2
"8485",9000,3203,2
"8486",9000,3203,2
"8487",5503,4207,4
"8488",4416,2823,3
"8489",4123,2762,3
"8490",4142,2769,3
"8491",4144,2763,3
"8492",3550,902,3
"8493",9230,3402,2
"8494",9536,3405,2
"8495",3714,563,2
"8496",4800,4289,3
"8497",5000,4001,4
"8498",3600,942,2
"8499",4536,971,3
"8500",8942,137,4
"8501",8553,4590,4
"8502",9606,3395,2
"8503",3612,939,2
"8504",8645,3340,2
"8505",9410,3032,2
"8506",4052,2701,3
"8507",4052,2701,3
"8508",4057,2701,3
"8509",8002,261,4
"8510",8005,261,4
"8511",8045,261,4
"8512",8854,1346,2
"8513",8048,261,4
"8514",8050,261,4
"8515",8330,177,4
"8516",8330,177,4
"8517",8117,193,4
"8518",3007,351,3
"8519",3113,623,3
"8520",3047,353,3
"8521",3067,359,3
"8522",3067,359,3
"8523",3072,363,3
"8524",3073,356,3
"8525",3075,627,3
"8526",3123,861,3
"8527",1530,5822,1
"8528",3960,6248,1
"8529",3972,6254,1
"8530",1003,5586,1
"8531",1052,5587,1
"8532",1844,5414,1
"8533",1907,6141,1
"8534",1926,6133,1
"8535",2000,6458,1
"8536",1170,5422,1
"8537",1337,5764,1
"8538",1400,5938,1
"8539",1400,5938,1
"8540",1443,5905,1
"8541",1261,5731,1
"8542",1297,5717,1
"8543",1205,6621,1
"8544",1290,6644,1
"8545",1325,5765,1
"8546",1439,5760,1
"8547",4922,342,3
"8548",4431,2882,3
"8549",1788,2284,3
"8550",1695,2236,1
"8551",8340,117,4
"8552",8340,117,4
"8553",4934,332,3
"8554",1165,5851,1
"8555",1430,5924,1
"8556",1786,2284,3
"8557",8340,117,4
"8558",8630,118,4
"8559",8400,230,4
"8560",8400,230,4
"8561",4654,2493,3
"8562",5430,4045,4
"8563",6005,1061,2
"8564",6005,1061,2
"8565",8260,2964,4
"8566",8932,9,4
"8567",2540,2546,3
"8568",4522,2555,3
"8569",5707,4208,4
"8570",4144,2763,3
"8571",4144,2763,3
"8572",4624,2402,3
"8573",3427,552,3
"8574",8600,191,4
"8575",3653,934,2
"8576",3292,306,3
"8577",8638,3342,2
"8578",3032,360,3
"8579",1820,5886,1
"8580",1005,5586,1
"8581",1052,5587,1
"8582",1052,5587,1
"8583",2800,6711,1
"8584",2000,6458,1
"8585",2000,6458,1
"8586",2000,6458,1
"8587",1092,5581,1
"8588",1630,2125,1
"8589",1186,5856,1
"8590",1204,6621,1
"8591",5430,4045,4
"8592",4922,342,3
"8593",8232,2936,4
"8594",8260,2964,4
"8595",4302,2822,3
"8596",5040,4144,4
"8597",5073,4165,3
"8598",8006,261,4
"8599",3032,360,3
"8600",1870,6153,1
"8601",1092,5581,1
"8602",1055,5523,1
"8603",1246,6619,1
"8604",8340,117,4
"8605",7415,3673,2
"8606",6067,1404,2
"8607",6102,1062,2
"8608",4528,2534,3
"8609",3655,938,2
"8610",8610,198,4
"8611",3250,306,3
"8612",1008,5589,1
"8613",2000,6458,1
"8614",1095,5606,1
"8615",1437,5930,1
"8616",1205,6621,1
"8617",1206,6621,1
"8618",4104,2771,3
"8619",9642,3352,2
"8620",2720,446,1
"8621",6314,1709,2
"8622",6330,1702,2
"8623",6340,1701,2
"8624",8304,69,4
"8625",6020,1024,2
"8626",6354,1068,2
"8627",6003,1061,2
"8628",4153,2773,3
"8629",8604,199,4
"8630",4055,2701,3
"8631",4058,2701,3
"8632",8004,261,4
"8633",8006,261,4
"8634",3007,351,3
"8635",2904,6790,1
"8636",1963,6025,1
"8637",2345,6743,1
"8638",1202,6621,1
"8639",1255,6645,1
"8640",8576,4891,4
"8641",6986,5207,5
"8642",6370,1509,2
"8643",7430,3668,2
"8644",8951,251,4
"8645",1006,5586,1
"8646",1736,2303,3
"8647",1196,5721,1
"8648",1648,2137,1
"8649",4410,2829,3
"8650",8143,13,4
"8651",1012,5586,1
"8652",4712,2426,3
"8653",8424,56,4
"8654",8471,214,4
"8655",8134,131,4
"8656",6676,5310,5
"8657",8478,39,4
"8658",2114,6512,1
"8659",6935,5151,5
"8660",8400,230,4
"8661",3312,538,3
"8662",1996,6024,1
"8663",5034,4012,4
"8664",2854,6729,1
"8665",6252,1125,2
"8666",6048,1058,2
"8667",8213,2904,4
"8668",3472,424,3
"8669",8215,2971,4
"8670",6460,1201,2
"8671",8913,11,4
"8672",9506,4741,4
"8673",1027,5638,1
"8674",1913,6140,1
"8675",3752,769,2
"8676",1148,5486,1
"8677",2740,700,1
"8678",6280,1031,2
"8679",1786,2284,3
"8680",8459,43,4
"8681",1032,5592,1
"8682",6222,1081,2
"8683",2053,6487,1
"8684",3900,6002,2
"8685",9633,3372,2
"8686",8466,40,4
"8687",7162,3981,2
"8688",1742,2173,1
"8689",9500,3427,2
"8690",8852,1341,2
"8691",1981,6089,1
"8692",9508,4741,4
"8693",7325,3293,2
"8694",9633,3372,2
"8695",3208,665,3
"8696",1678,2099,1
"8697",1893,6152,1
"8698",3758,763,2
"8699",9533,3392,2
"8700",9427,3038,2
"8701",1536,5831,1
"8702",6277,1032,2
"8703",8594,4656,4
"8704",6988,5239,5
"8705",3943,6194,2
"8706",1882,5405,1
"8707",1213,6631,1
"8708",5742,4276,3
"8709",7503,3786,2
"8710",6006,1061,2
"8711",4656,2584,3
"8712",5023,4002,4
"8713",9315,4411,4
"8714",6468,1203,2
"8715",6312,1708,2
"8716",5063,4182,3
"8717",5423,4028,4
"8718",6721,5050,5
"8719",2735,717,1
"8720",1731,2238,1
"8721",2555,733,3
"8722",3970,6113,2
"8723",8633,112,4
"8724",8320,172,4
"8725",6417,1371,2
"8726",6145,1129,2
"8727",8360,4724,4
"8728",9451,3254,2
"8729",9050,3101,2
"8730",9050,3101,2
"8731",8586,4476,4
"8732",9503,4921,4
"8733",8447,25,4
"8734",8462,38,4
"8735",5417,4044,4
"8736",6006,1061,2
"8737",8906,3,4
"8738",6042,4231,4
"8739",4322,4255,3
"8740",4443,2867,3
"8741",4433,2832,3
"8742",3860,785,2
"8743",3860,785,2
"8744",3400,404,3
"8745",4950,954,3
"8746",4952,953,3
"8747",4600,2581,3
"8748",4450,2861,3
"8749",4144,2763,3
"8750",5326,4176,3
"8751",8810,295,4
"8752",9533,3392,2
"8753",9630,3379,2
"8754",9320,4401,4
"8755",3656,938,2
"8756",8703,151,4
"8757",3232,496,3
"8758",8049,261,4
"8759",8057,261,4
"8760",3004,351,3
"8761",6715,5048,5
"8762",6719,5049,5
"8763",6572,5398,5
"8764",6925,5236,5
"8765",6929,5187,5
"8766",6994,5143,5
"8767",9451,3254,2
"8768",3210,2265,3
"8769",6331,1703,2
"8770",9220,4471,4
"8771",4322,4255,3
"8772",6197,906,3
"8773",4441,2864,3
"8774",8700,154,4
"8775",1299,5713,1
"8776",6715,5048,5
"8777",6572,5398,5
"8778",1083,5806,1
"8779",8248,34,4
"8780",4514,2551,3
"8781",8280,4671,4
"8782",5603,4210,4
"8783",9633,3372,2
"8784",3068,359,3
"8785",3967,6232,1
"8786",3970,6113,2
"8787",8374,4726,4
"8788",9323,3217,4
"8789",8700,154,4
"8790",3063,362,3
"8791",6988,5239,5
"8792",5304,4305,4
"8793",6204,1102,2
"8794",4058,2701,3
"8795",4571,2455,3
"8796",7405,3637,2
"8797",6048,1058,2
"8798",4514,2551,3
"8799",8595,4641,4
"8800",4663,4271,3
"8801",4600,2581,3
"8802",8882,3295,2
"8803",8125,161,4
"8804",8640,3340,2
"8805",9427,3038,2
"8806",8044,261,4
"8807",8044,261,4
"8808",8049,261,4
"8809",8057,261,4
"8810",3006,351,3
"8811",3286,2274,3
"8812",5603,4210,4
"8813",6721,5050,5
"8814",1092,5581,1
"8815",8808,1322,2
"8816",8453,33,4
"8817",8566,4666,4
"8818",8547,4571,4
"8819",4500,2601,3
"8820",6835,5269,5
"8821",6992,5230,5
"8822",4617,2578,3
"8823",4612,2586,3
"8824",1071,5601,1
"8825",2504,371,3
"8826",2740,700,1
"8827",1700,2196,1
"8828",1726,2236,1
"8829",1724,2220,1
"8830",6405,1331,2
"8831",6312,1708,2
"8832",6312,1708,2
"8833",6262,1140,2
"8834",8355,4551,4
"8835",8355,4551,4
"8836",8405,230,4
"8837",8405,230,4
"8838",8203,2939,4
"8839",8222,2932,4
"8840",3900,6002,2
"8841",6024,1088,2
"8842",6025,1081,2
"8843",6204,1102,2
"8844",7247,3871,2
"8845",8750,1632,2
"8846",9442,3233,2
"8847",9452,3252,2
"8848",8917,4073,4
"8849",6370,1509,2
"8850",6382,1508,2
"8851",9472,3273,2
"8852",6023,1040,2
"8853",8303,52,4
"8854",6064,1404,2
"8855",5630,4236,4
"8856",4632,2500,3
"8857",9493,7008,6
"8858",9494,7005,6
"8859",9403,3213,2
"8860",9422,3237,2
"8861",8157,86,4
"8862",8157,86,4
"8863",9103,3004,2
"8864",5727,4140,4
"8865",5300,4042,4
"8866",5417,4044,4
"8867",8907,14,4
"8868",8907,14,4
"8869",4310,4258,3
"8870",4310,4258,3
"8871",4312,4253,3
"8872",4313,4254,3
"8873",5102,4206,4
"8874",4410,2829,3
"8875",4414,2825,3
"8876",8280,4671,4
"8877",8280,4671,4
"8878",8597,4691,4
"8879",4102,2765,3
"8880",4124,2774,3
"8881",3400,404,3
"8882",9500,3427,2
"8883",4702,2407,3
"8884",5022,4008,4
"8885",5032,4001,4
"8886",5033,4003,4
"8887",8880,3298,2
"8888",4600,2581,3
"8889",4614,2579,3
"8890",8810,295,4
"8891",8810,295,4
"8892",8132,192,4
"8893",3600,942,2
"8894",3600,942,2
"8895",3600,942,2
"8896",3634,941,2
"8897",3645,942,2
"8898",8634,153,4
"8899",8707,159,4
"8900",8708,155,4
"8901",8708,155,4
"8902",8713,158,4
"8903",8580,4461,4
"8904",8580,4461,4
"8905",8581,4461,4
"8906",9320,4401,4
"8907",2575,751,3
"8908",4054,2701,3
"8909",4056,2701,3
"8910",8044,261,4
"8911",8307,296,4
"8912",8903,242,4
"8913",3006,351,3
"8914",3018,351,3
"8915",2300,6421,1
"8916",2114,6512,1
"8917",2065,6487,1
"8918",1030,5624,1
"8919",1030,5624,1
"8920",2017,6404,1
"8921",2017,6404,1
"8922",1890,6217,1
"8923",1922,6218,1
"8924",1800,5890,1
"8925",1800,5890,1
"8926",1806,5892,1
"8927",1580,5451,1
"8928",1896,6159,1
"8929",1473,2008,1
"8930",1007,5586,1
"8931",1018,5586,1
"8932",1971,6263,1
"8933",2852,6710,1
"8934",2854,6729,1
"8935",2854,6729,1
"8936",1852,5413,1
"8937",1852,5413,1
"8938",1860,5401,1
"8939",1009,5590,1
"8940",1372,5746,1
"8941",1450,5568,1
"8942",1196,5721,1
"8943",1278,5726,1
"8944",1299,5713,1
"8945",1207,6621,1
"8946",1207,6621,1
"8947",1212,6628,1
"8948",1222,6616,1
"8949",6710,5281,5
"8950",6500,5002,5
"8951",6826,5263,5
"8952",6830,5250,5
"8953",6850,5254,5
"8954",6596,5108,5
"8955",6648,5118,5
"8956",6653,5396,5
"8957",6900,5192,5
"8958",6900,5192,5
"8959",6928,5194,5
"8960",6962,5192,5
"8961",6962,5192,5
"8962",6963,5192,5
"8963",6984,5216,5
"8964",1218,6623,1
"8965",4433,2832,3
"8966",1030,5624,1
"8967",1958,6246,1
"8968",1528,2044,1
"8969",2400,6436,1
"8970",2853,6729,1
"8971",1110,5642,1
"8972",1110,5642,1
"8973",2035,6458,1
"8974",2072,6459,1
"8975",1680,2096,1
"8976",2340,6754,1
"8977",1093,5606,1
"8978",1036,5501,1
"8979",1038,5512,1
"8980",1423,5571,1
"8981",1446,5745,1
"8982",5524,4072,4
"8983",3232,496,3
"8984",1110,5642,1
"8985",3097,355,3
"8986",8248,34,4
"8987",4936,332,3
"8988",9533,3392,2
"8989",1618,2325,1
"8990",1313,5483,1
"8991",1196,5721,1
"8992",1216,6630,1
"8993",1222,6616,1
"8994",9612,3394,2
"8995",6596,5108,5
"8996",2560,743,3
"8997",2735,717,1
"8998",1700,2196,1
"8999",1700,2196,1
"9000",6162,1002,2
"9001",4203,2786,3
"9002",4143,2473,3
"9003",4143,2473,3
"9004",6312,1708,2
"9005",8618,157,4
"9006",8405,230,4
"9007",6260,1140,2
"9008",8355,4551,4
"9009",6370,1509,2
"9010",6370,1509,2
"9011",9450,3251,2
"9012",6023,1040,2
"9013",9475,3275,2
"9014",9425,3237,2
"9015",8247,29,4
"9016",8463,22,4
"9017",8165,93,4
"9018",6045,1063,2
"9019",6344,1064,2
"9020",5417,4044,4
"9021",5432,4034,4
"9022",4565,2530,3
"9023",9494,7005,6
"9024",9497,7004,6
"9025",6006,1061,2
"9026",6006,1061,2
"9027",8912,10,4
"9028",9016,3203,2
"9029",4410,2829,3
"9030",8274,4696,4
"9031",8274,4696,4
"9032",8224,2903,4
"9033",4102,2765,3
"9034",4103,2767,3
"9035",4127,2766,3
"9036",9113,3401,2
"9037",9500,3427,2
"9038",9552,3427,2
"9039",4702,2407,3
"9040",4438,2888,3
"9041",3400,404,3
"9042",3553,902,3
"9043",4950,954,3
"9044",4955,326,3
"9045",7310,3291,2
"9046",8602,200,4
"9047",8606,194,4
"9048",8587,4461,4
"9049",8590,4436,4
"9050",8810,295,4
"9051",3600,942,2
"9052",3627,928,2
"9053",8634,153,4
"9054",3930,6297,2
"9055",4056,2701,3
"9056",4125,2703,3
"9057",8037,261,4
"9058",8037,261,4
"9059",8037,261,4
"9060",8044,261,4
"9061",8049,261,4
"9062",4500,2601,3
"9063",8307,296,4
"9064",8307,296,4
"9065",8102,245,4
"9066",8142,248,4
"9067",3006,351,3
"9068",3008,351,3
"9069",3008,351,3
"9070",3063,362,3
"9071",8840,1301,2
"9072",2942,6771,1
"9073",1800,5890,1
"9074",1509,5692,1
"9075",1933,6035,1
"9076",1006,5586,1
"9077",1006,5586,1
"9078",1012,5586,1
"9079",1473,2008,1
"9080",1867,5409,1
"9081",2806,6716,1
"9082",2856,6702,1
"9083",2072,6459,1
"9084",1148,5486,1
"9085",1212,6628,1
"9086",1216,6630,1
"9087",6676,5310,5
"9088",1740,2211,1
"9089",5614,4076,4
"9090",9488,7011,6
"9091",8962,4023,4
"9092",5102,4206,4
"9093",8049,261,4
"9094",1580,5451,1
"9095",1006,5586,1
"9096",1018,5586,1
"9097",1896,6159,1
"9098",1860,5401,1
"9099",1279,5707,1
"9100",6533,5010,5
"9101",6648,5118,5
"9102",6900,5192,5
"9103",4626,2405,3
"9104",2322,6421,1
"9105",1897,6154,1
"9106",1632,2148,1
"9107",1196,5721,1
"9108",1232,6618,1
"9109",9620,3374,2
"9110",2854,6729,1
"9111",8603,197,4
"9112",3970,6113,2
"9113",4208,2621,3
"9114",9425,3237,2
"9115",8460,35,4
"9116",9492,7007,6
"9117",8594,4656,4
"9118",4612,2586,3
"9119",9630,3379,2
"9120",8602,200,4
"9121",3920,6300,2
"9122",1897,6154,1
"9123",1148,5486,1
"9124",2830,6708,1
"9125",1291,5711,1
"9126",1208,6621,1
"9127",1212,6628,1
"9128",1242,6638,1
"9129",6670,5324,5
"9130",6562,3823,5
"9131",6873,5249,5
"9132",6963,5192,5
"9133",8905,4061,4
"9134",9630,3379,2
"9135",8855,1349,2
"9136",5605,4065,4
"9137",6386,1511,2
"9138",1276,5719,1
"9139",4443,2867,3
"9140",8500,4566,4
"9141",8617,196,4
"9142",9443,3238,2
"9143",1024,5635,1
"9144",4900,329,3
"9145",1816,5886,1
"9146",6074,1403,2
"9147",1274,5728,1
"9148",6284,1030,2
"9149",6102,1062,2
"9150",1800,5890,1
"9151",8854,1346,2
"9152",9050,3101,2
"9153",3186,2293,3
"9154",3027,351,3
"9155",1023,5583,1
"9156",2014,6416,1
"9157",2014,6416,1
"9158",1007,5586,1
"9159",1073,5611,1
"9160",1400,5938,1
"9161",1217,6630,1
"9162",1219,6643,1
"9163",9470,3271,2
"9164",1204,6621,1
"9165",8832,1323,4
"9166",8832,1323,4
"9167",6300,1711,2
"9168",8400,230,4
"9169",8773,1631,2
"9170",6235,1104,2
"9171",6375,1501,2
"9172",9565,4921,4
"9173",8106,96,4
"9174",6102,1062,2
"9175",5420,4049,4
"9176",5443,4035,4
"9177",5608,4041,4
"9178",2540,2546,3
"9179",5708,4132,4
"9180",4460,2846,3
"9181",8896,3292,2
"9182",1712,2306,3
"9183",8733,3342,2
"9184",3661,944,2
"9185",3292,306,3
"9186",4057,2701,3
"9187",8048,261,4
"9188",3014,351,3
"9189",3043,360,3
"9190",3052,361,3
"9191",1008,5589,1
"9192",1008,5589,1
"9193",2016,6408,1
"9194",2900,6800,1
"9195",2952,6782,1
"9196",1822,5886,1
"9197",1823,5886,1
"9198",1895,6158,1
"9199",1005,5586,1
"9200",1007,5586,1
"9201",1965,6265,1
"9202",1957,6021,1
"9203",1690,2117,1
"9204",1028,5643,1
"9205",1170,5422,1
"9206",1170,5422,1
"9207",1630,2125,1
"9208",1092,5581,1
"9209",1350,5757,1
"9210",1400,5938,1
"9211",1400,5938,1
"9212",1426,5554,1
"9213",1260,5724,1
"9214",1205,6621,1
"9215",1218,6623,1
"9216",1246,6619,1
"9217",1257,6605,1
"9218",1258,6632,1
"9219",1053,5516,1
"9220",4053,2701,3
"9221",2502,371,3
"9222",1752,2228,1
"9223",7208,3954,2
"9224",6300,1711,2
"9225",8630,118,4
"9226",8400,230,4
"9227",8472,227,4
"9228",9053,3024,2
"9229",6052,1507,2
"9230",8589,4511,4
"9231",5406,4021,4
"9232",4554,2518,3
"9233",8910,2,4
"9234",4538,983,3
"9235",4538,983,3
"9236",4914,337,3
"9237",4800,4289,3
"9238",3714,563,2
"9239",8820,293,4
"9240",8820,293,4
"9241",8820,293,4
"9242",7000,3901,2
"9243",7000,3901,2
"9244",7000,3901,2
"9245",3604,942,2
"9246",3612,939,2
"9247",5316,4313,4
"9248",4053,2701,3
"9249",8002,261,4
"9250",8038,261,4
"9251",8952,247,4
"9252",6467,1213,2
"9253",1025,5648,1
"9254",1614,2328,1
"9255",2908,6792,1
